"Hush... Hush, Sweet Charlotte",Dexter Probetts,93,191.52,2008,1
Something Real and Good,Leslie Dobbinson,80,207.47,2020,9
Once Upon a Time (Der var engang),Rosamund Morlon,50,211.93,1966,9
Defying Gravity,Petronille McAvaddy,44,236.61,1977,6
Harriet the Spy,Amelia Mohammad,142,186.27,1968,4
"Doctor Takes a Wife, The",Mella Cuniffe,198,101.18,2004,6
Strangers with Candy,Rori Tomasicchio,164,93.81,1982,5
"Night in the Life of Jimmy Reardon, A",Roth Barstowk,173,211.2,1987,1
British Sounds,Shannan Leathlay,131,248.01,2003,10
Half Nelson,Melodee Aysik,100,83.69,2017,6
"Stranger Among Us, A",Jere Bolgar,64,85.67,1978,10
Pauly Shore Is Dead,Menard Philcock,50,105.77,2004,8
Geronimo: An American Legend,My Marchenko,184,172.64,1972,8
"Shape of Things, The",Hillel Amberg,23,128.17,1965,3
Mr. Accident,Catharina Origan,43,220.24,1980,10
Body Bags,Rivi Baldazzi,147,57.56,1978,5
Amazing Journey: The Story of The Who,Ly Theuss,23,87.33,1996,3
"Loves of Pharaoh, The (Das Weib des Pharao)",Gayle Verlander,112,68.17,1998,5
Cowboy,Wendi Digle,48,31.48,1992,2
The Party,Hazel Sheeres,71,103.85,1961,10
Mortdecai,Padget Volage,154,40.8,2015,7
The Adventures of Tom Thumb & Thumbelina,Catrina Copsey,89,77.49,1978,2
"Lonely Passion of Judith Hearne, The",Conney Culley,66,86.5,2008,7
Paperhouse,Locke Itscowicz,66,139.45,2013,10
Nature Calls,Betsy Thowes,63,141.97,1997,3
The Wind in the Willows,Gwendolen Danby,164,123.79,1975,9
Unhook the Stars,Benson Verna,72,97.97,2012,4
Dark House,Curt Maxwaile,60,162.42,1967,8
"First Case, Second Case (Ghazieh-e Shekl-e Aval, Ghazieh-e Shekl-e Dou Wom)",Courtney Tredget,191,244.4,1989,5
Thirst (Pyaasa),Edythe Stephens,183,197.39,2015,5
Mr. Belvedere Goes to College,Nicola Penfold,25,200.77,2007,9
Surf Ninjas,Florenza Tutchener,26,214.15,2015,3
"Soul of a Man, The",Chip Hilliam,79,242.54,2020,10
"Moment of Truth, The (Il momento della verità)",Johnny Schimke,118,53.84,1999,8
Card Subject To Change,Graig Crennan,156,51.7,1960,10
Mille bolle blu,Dael Belf,160,215.76,1980,4
"Emperor's New Groove, The",Evanne Guildford,188,105.97,1971,9
Breaking the Silence: Truth and Lies in the War on Terror,Clo Stearne,57,68.1,2016,6
Dark Star,Rebe Hyslop,107,206.76,1976,7
Starry starry night (Xing kong),Barnabas Baybutt,111,34.98,1973,3
"Iron Rose, The (Rose de fer, La)",Beck Greenroyd,197,117.99,2006,10
Cold Steel,Riordan Gatcliff,70,118.05,1981,1
"Bright Lights, Big City",Elianora Lipp,22,106.19,1966,5
"Beast Must Die, The",Tessy Pickvance,49,54.01,1978,1
Madeline,Stacey Pinkstone,125,188.81,1982,7
Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),Rinaldo Roff,76,58.67,2010,5
My Life So Far,Mitch D'Elias,64,199.45,1978,9
Shrink,Randal Grovier,128,210.56,1977,2
And Soon the Darkness,Isabel Kitchiner,99,205.11,1972,10
A Follower for Emily,Nissie Carlile,23,79.94,1961,9
Starred Up,Felizio Mulliner,185,75.9,1990,6
Absolute Power,Sarena Duckit,167,169.58,2018,1
Gasland Part II,Mariette Scolli,81,35.19,1982,7
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),Heinrick Bampkin,173,74.54,1988,6
If These Walls Could Talk 2,Brant Pennicard,25,194.46,1992,4
"Heroic Ones, The (Shi san tai bao)",Maggee Guerin,133,110.51,1962,2
Notre jour viendra,Yorgo Gockeler,142,226.97,1980,4
"Crimson Permanent Assurance, The",Kristoforo Chivers,63,134.92,1972,4
Nightfall,Barnie Mauger,35,194.25,1972,2
Jamaica Inn,Klarika Karlsson,25,234.12,1974,8
At the Devil's Door,Nap Tyne,21,73.15,1996,8
Crazy People,Linzy Overal,159,200.1,1990,6
Superman vs. The Elite,Neron Bullant,45,215.33,2004,3
Being John Malkovich,Deloria Congreave,93,37.86,2009,6
Another Earth,Donna Ginni,58,243.64,1980,10
"Resurrected, The",Emylee Matasov,188,88.17,1993,2
Euridice BA 2O37 (Evridiki BA 2O37),Valentin Pinckney,100,240.53,1986,8
Storm Warning,Carmita Beggan,90,129.33,2016,2
Bad Guy (Nabbeun namja),Saunders MacIllrick,83,31.74,2005,10
Furry Vengeance,Marchall MacCurtain,81,133.41,2009,7
Georg,Rosamond Sainer,118,107.27,1990,7
Something's Gonna Live,Emelda Milton,95,170.39,1987,5
"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob)",Starr Terrans,179,30.23,1992,9
"War Tapes, The",Cheston Tripean,102,213.13,1975,3
Madame Satã,Elysee McBrier,54,122.96,2019,4
"Whistleblower, The",Shoshanna Ondrousek,71,134.05,1979,7
North & South,Tiebout Yurikov,95,52.76,1975,1
"Fine Madness, A",Tiphani Wasielewski,24,68.25,1979,4
Frozen,Carolann Farlow,181,131.96,2003,7
Fun in Acapulco,Sully Saulter,33,229.53,1986,7
Let's Not Get Angry (Ne nous fâchons pas),Kirstyn Lambregts,108,81.35,1996,6
Demon Wind,Kelsey Gatrill,87,174.39,1961,10
Broadcast News,Shari Hasnip,187,133.43,1980,2
"Fist of Fury (Chinese Connection, The) (Jing wu men)",Kariotta Thomazin,49,106.47,2006,2
"Decoy Bride, The",Ilyssa Flipsen,165,218.55,2000,10
Freeway II: Confessions of a Trickbaby,Hamish Ohanessian,133,41.1,1961,6
Bean,Loella Cuardall,197,212.63,1969,7
W.R.: Mysteries of the Organism,Cesare Clapshaw,156,236.8,2004,3
Rookie of the Year,Melessa Camacke,113,136.79,1977,1
Crimes Against Humanity,Raynell Stammers,91,90.86,1998,1
Spy Game,Jenilee McGaugan,88,169.22,1976,4
The Diary of an Unknown Soldier,Minda Hanhard,44,204.5,1977,9
Drei Stunden,Joyann Veel,132,60.97,2017,7
Lover's Knot,Alex Wollacott,165,148.02,1971,5
Bee Movie,Jordana Wardington,185,93.72,2019,7
"Guest, The",Camile Knibb,129,198.68,2008,10
James and the Giant Peach,Kore Chadbourne,89,186.33,2012,8
White Lightnin',Else Kinworthy,175,197.46,2018,9
City on Fire (Lung fu fong wan),Merissa Rapper,68,30.45,1966,8
Damnation (Karhozat),Vidovic Ericssen,196,213.79,2005,10
Amsterdamned,Nevin Presnell,89,73.66,1990,2
Man to Man,Talyah Steward,187,116.38,1973,5
Hotte in Paradise (Hotte im Paradies),Iver Longwood,110,170.6,1960,8
Hangover Square,Olia Betteriss,74,212.51,1988,1
Rust and Bone (De rouille et d'os),Bianca Jeger,21,139.72,1967,6
"Merry Widow, The",Viola Lamperti,130,235.24,1997,2
Australian Atomic Confessions,Avery Navaro,186,83.87,1983,4
Immigrants (L.A. Dolce Vita),Demetria Delatour,132,151.32,1960,1
Runaway Bride,Anallise Lawty,104,77.45,2015,7
Very Ordinary Couple (Yeonaeui Wondo),Sanson Broadway,131,34.07,1982,7
"Art of Travel, The",Archibaldo Jasper,98,42.95,1967,1
Come Blow Your Horn,Lancelot Sabberton,100,249.81,1969,2
Chasing Ice,Giralda Pitchford,160,211.0,1969,1
Georgia Rule,Rodolph Hillam,92,59.19,2004,8
Tevye,Jess Roblou,39,165.41,2004,8
Ain't in It for My Health: A Film About Levon Helm,Karlens Karlsen,96,163.98,2005,1
Killer at Large,Mathilde Dilliway,98,231.69,2012,5
Apartment 1303 3D,Torey Poppleton,189,31.7,1992,7
Brand Upon the Brain!,Ivory Geratt,32,205.0,1992,6
Kogel mogel,Dania Skally,107,126.94,1978,2
Ken Park,Valli McKinney,175,76.13,1977,4
"Pirates! Band of Misfits, The",Malchy Mapes,51,141.52,1987,10
Gloria,Alyosha Ritchie,120,240.1,1994,3
London,Julee Choudhury,131,74.18,2008,5
Marie and Bruce,Ivonne Handscomb,36,212.58,1992,1
Field of Dreams,Gerek Husthwaite,119,160.99,1999,3
Conquest of the Planet of the Apes,Bogey Berks,152,151.28,2003,9
Fun and Fancy Free,Allegra Probart,105,108.81,1973,3
Time After Time,Myranda Killby,112,42.81,2007,1
Bellissima,Even Scotter,118,161.81,1980,3
Callan,Michelle Yakuntzov,100,146.04,1961,2
Detroit Metal City (Detoroito Metaru Shiti),Sharia Griffen,24,118.67,2017,8
Bill Hicks: Relentless,Mel Kynvin,49,136.82,1965,4
Lost Boys: The Thirst,Rica Gaywood,155,37.1,1961,8
Queen of Montreuil,Ramona Cazalet,171,65.6,1969,8
Surplus: Terrorized Into Being Consumers,Yule Summergill,111,59.24,2008,10
The Seven Males,Hy Garshore,91,89.33,2017,5
High on Crack Street: Lost Lives in Lowell,Jeremie Fewkes,55,183.59,1971,9
Carnosaur 2,Dredi Cleworth,191,180.66,1982,1
Conflagration (Enjô),Sloane Swayton,152,36.35,2011,1
"Unbearable Lightness of Being, The",Mallissa Cooper,126,128.81,1983,8
Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),Marleen Roland,192,227.32,1975,3
Knights of Bloodsteel,Karney Kupker,110,64.33,1960,8
I Start Counting,Travus Chadwell,184,196.07,1960,10
"Tree of Wooden Clogs, The (L'albero degli zoccoli)",Mackenzie Whissell,40,43.49,1967,5
"Alien Predator (Mutant II) (Falling, The)",Beauregard Ciobotaru,106,59.52,1964,7
Man with an Apartment (Czlowiek z M-3),Dawna Daunter,44,211.25,2010,6
Carmina and Amen (Carmina y amén),Dall Laba,69,98.25,1989,3
Old Boy,Letta Southan,159,212.64,1995,8
Cast a Giant Shadow,Modesta Rontsch,171,71.22,1981,6
McCullin,Selma Hurdwell,137,54.09,2016,4
Fracture,Warde State,80,33.16,1987,3
St. Trinian's,Lesley Macauley,148,169.29,2006,4
I Became a Criminal (They Made Me a Fugitive),Kendell Andrusyak,168,150.74,1964,2
Murders in the Zoo,Sebastian Pietzke,115,140.54,2008,2
Pygmalion,Massimiliano Cruttenden,196,239.17,1972,7
11-11-11 (11-11-11: The Prophecy),Adey Spur,78,244.53,2018,7
Dead Silence,Trude Keynd,60,31.11,1970,2
Clear History,Inesita Scarlan,128,121.56,1973,2
Miracle Mile,Kelly Mears,21,89.71,1976,6
"Zone, The (La Zona)",Luciano Ferebee,134,89.3,1986,2
Capital (Le capital),Jedediah McNeish,161,83.2,1963,8
"Machine, The",Dorie Yakubowicz,67,244.46,1999,3
Haiku Tunnel,Leonidas Simonassi,60,163.76,1963,6
Hollywood Ending,Nani Beynon,184,162.99,1993,5
Village of the Damned,Cherlyn Gayforth,49,51.05,2012,4
"Trials of Henry Kissinger, The",Abbie Farquhar,85,221.34,1996,9
Someone Like You (Unnaipol Oruvan),Sonia Hayes,68,233.67,1987,4
Into the Wild,Justen Bordone,85,80.06,1993,8
Last Life in the Universe (Ruang rak noi nid mahasan),Francois Orring,25,102.29,2018,5
When We Leave (Die Fremde),Michele Wiggam,77,142.41,1973,5
American Ninja 4: The Annihilation,Cobbie Kas,116,86.5,2007,8
"Last Dragon, The",Bayard Astles,77,51.09,1971,9
Small Town Murder Songs,Caitrin Lineker,131,149.22,1971,6
Just a Kiss,Emilia Vaan,165,105.58,2003,10
I Want Candy,Winston Agdahl,87,209.71,2003,3
Sister Kenny,Jo-ann Lilleyman,60,178.09,1992,2
Yonkers Joe,Evyn Stanlick,91,245.85,1961,6
McFarland USA,Gunther Barrs,49,138.13,1962,8
"Ten, The",Jerri Freshwater,26,162.06,1986,7
Patriot Games,Minta Kensett,134,105.08,1997,1
Sleepless Night (Nuit blanche),Nealson Mullally,128,75.5,1960,9
Shadow Kill,Latashia Callum,141,61.91,1985,7
"Masseurs and a Woman, The (Anma to onna)",Filippo Lorentz,191,104.23,1984,10
Inhale,Bev Brocklesby,143,148.46,1972,6
Bingo,Sibelle Morad,176,85.85,1962,8
In Your Dreams (Dans tes rêves),Kilian Smedley,190,170.81,2004,10
Captain Midnight,Marne Broom,45,186.43,1992,8
Eight Below,Christopher Sandcroft,43,240.71,1973,7
Daddy's Dyin'... Who's Got the Will?,Shelden Selman,134,86.48,2005,5
Return to House on Haunted Hill,Shell Creer,44,109.35,1990,1
"Talent Given Us, The",Lavinia Speirs,38,109.49,1974,7
"Clean, Shaven",Estel Stapford,147,151.53,1994,1
Antibodies (Antikörper),Anthiathia Stoyle,70,135.9,1984,7
Bedrooms & Hallways,Jorge Riddiough,126,32.93,1965,10
Loosies,Julietta Bras,181,83.84,1970,5
"Trouble with Harry, The",Shandy Edmonson,137,50.99,1982,4
"Fall of the House of Usher, The (House of Usher)",Alexi Povey,141,58.67,1981,8
Yo Yo (Yoyo),Thorpe Medmore,174,99.21,1961,7
Hotel Hell Vacation,Rory Loverock,115,143.15,1974,7
Crazy Horse,Conney Guidi,104,216.69,1988,8
"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",Susie Petronis,80,152.23,2006,6
"Honey, I Blew Up the Kid",Carlotta Pestell,79,129.38,1972,7
"Prelude to War (Why We Fight, 1)",Lulu Adcock,50,219.26,1966,6
Dirty Wars,Zachariah Jeste,93,154.39,2011,9
Codependent Lesbian Space Alien Seeks Same,Vallie Garroch,91,167.24,1964,4
Atlas Shrugged: Part II,Mirilla Scougall,153,184.96,2003,2
"Royal Scandal, A",Cleo Briddock,37,249.69,1970,9
The Empty Hours,Susette Baszniak,28,214.27,2015,10
The Sea Vultures,Marnie Osler,152,50.99,2005,7
Pride and Prejudice,Goldi Szimoni,147,240.13,1994,2
"Kids, The (Mistons, Les) (Mischief Makers, The)",Husein Gogay,175,171.8,2001,1
"Grand Day Out with Wallace and Gromit, A",Napoleon Happert,128,87.22,2006,8
Mission: Impossible III,Borden Charer,138,172.32,1967,4
House of Dark Shadows,Daryn Bonnette,20,107.49,1964,4
Bring It On: Fight to the Finish,Sayre Simkins,109,69.88,1966,10
I Give It a Year,Miller Gadault,130,47.03,1989,5
"Devil and Daniel Webster, The (All That Money Can Buy)",Faber Oattes,102,171.76,2010,5
Kiki,Laurens Parminter,165,187.65,2006,6
"Ring Finger, The (L'annulaire)",Emogene Batterbee,97,198.53,1963,8
"Men, Women & Children",Adelind Gallemore,195,165.01,1964,8
"Tall Guy, The",Herman Chatto,136,190.39,1979,10
Rockin' in the Rockies,Nero Dorbin,84,168.32,1997,1
Charlie Chan's Courage,Bart Ouslem,176,241.55,2011,1
Sound and Fury,Madelin Saffell,23,112.13,2015,3
Police Academy,Nikaniki Twidale,167,181.55,1967,9
"What to Do in Case of Fire (Was tun, wenn's brennt?)",Doti Tarbert,184,227.55,2006,3
Reel Rock 7 ,Emmy Whittle,142,222.22,2010,1
Marvin Hamlisch: What He Did for Love,Manon Rubie,71,126.88,1976,4
"Merry War, A",Caprice Connors,60,102.72,1965,6
"Magic of Méliès, The (magie Méliès, La)",Sean Fairbrass,127,50.26,1962,9
Henry's Crime,Isacco Ammer,118,167.04,2019,1
Georgia,Erskine Tomovic,72,145.58,2019,4
"V.I.P.s, The",Sherwynd Yoodall,126,60.0,1994,4
Suur Tõll,Johnathan Matteris,24,87.45,1989,10
Chilly Scenes of Winter (Head Over Heels),Leta Huxstep,196,32.65,1981,6
Class of Nuke 'Em High,Leoline Beat,108,203.59,2015,3
Leave It to Beaver,Berty Romayn,186,101.06,1991,3
"Cry in the Dark, A",Grata Ernshaw,131,49.79,1968,6
Sniper,Ellery Rother,58,143.16,1984,2
Botched,Catharine Van Der Weedenburg,97,115.12,1970,9
Remonstrance,Eric Canas,118,177.46,1974,6
"Card Player, The (Il cartaio)",Brade Klimowski,91,124.03,2018,1
Billy Jack,Townsend Proudman,136,236.34,2001,7
"Hurricane, The",Ellsworth McGrudder,141,82.08,2000,3
Lights in the Dusk (Laitakaupungin valot),Aguistin Ander,199,104.05,1970,1
Gladiator,Sheffield Flavelle,39,234.79,1979,7
My Lucky Stars (Fuk sing go jiu),Nobie Cummins,59,131.42,1960,9
Grace of Monaco,Franciska Ridgley,64,151.22,1976,7
Anna Karenina,Valaria Ivanyushin,184,124.26,2005,6
Transamerica,Esra Akers,65,62.46,1981,3
Amen.,Xymenes Dizlie,105,170.11,2016,5
Hope Floats,Milty Manlow,181,240.19,2000,10
"Nine Lives of Tomas Katz, The",Kylila Horick,130,135.14,1980,2
Kill Theory,Shepard Heugle,196,69.1,1960,1
If....,Oliver Gahan,115,214.95,1981,1
Route 666,Barny Neljes,175,35.05,1994,9
"Mattei Affair, The (Il caso Mattei)",Derick Record,36,35.37,1969,9
Alice in Wonderland,Bernie Dairton,76,52.05,1971,1
Gentlemen of Fortune (Dzhentlmeny udachi),Kristien Cheel,138,128.7,1961,3
Red Tails,Janis Geraudel,179,93.58,2007,10
High Spirits,John Cloney,104,124.39,1978,10
Miraculum,Ambur Di Meo,139,84.81,2017,1
100 Ways to Murder Your Wife (Sha qi er ren zu),Lelah McGonigal,54,243.03,2016,2
"Day the Earth Caught Fire, The",Letisha Joiner,66,50.35,1992,4
Surviving Christmas,Shaun Pentelo,98,47.46,1991,9
I Met Him in Paris,Ranee Dallimore,24,226.77,2011,4
Mi Amigo Hugo,Honor Knightsbridge,154,54.07,2020,3
Flamenco (de Carlos Saura),Moselle Brindley,153,179.95,1986,8
"Night Strangler, The",Caresse Corder,120,44.47,1966,7
"Charge of the Light Brigade, The",Monty Snyder,112,233.69,2004,5
Oliver Twist,Delphine Skowcraft,145,137.88,2010,9
"Abominable Dr. Phibes, The",Gunther Hamley,167,109.64,2017,7
Wadjda,Gail Kester,111,34.15,1970,8
"Clown, The",Kanya Skewes,166,133.76,2018,2
Time Lapse,Caron McEntagart,100,220.65,1997,7
I Know What I Saw,Margeaux Rosa,82,94.06,1972,2
Chouchou,Dion Bovaird,42,223.14,2014,1
Pigs and Battleships (Hogs and Warships) (The Flesh Is Hot) (Buta to gunkan),Dino Gresham,85,94.09,1963,2
Stealing Rembrandt (Rembrandt),Spencer Chidley,62,169.15,2003,8
"Simple-Minded Murder, The (Enfaldige mördaren, Den)",Helenka Crome,152,199.38,2002,3
Top Dog,Yardley Meechan,49,45.43,1965,9
"Ten Shrews, The (Kymmenen riivinrautaa)",Fredrick Pettie,164,154.38,2001,10
Watermarks,Maxie Oselton,102,56.08,1963,7
Midnight Express,Lena Cowlas,31,120.14,2020,4
Battling Butler,Carly Whilder,173,42.96,2019,3
Magnificent Warriors (Zhong hua zhan shi),Jonis Petrasch,48,117.62,2015,4
"Last Sunset, The",Cyndi Tinham,138,80.1,1982,2
Good Luck Chuck,Carleen McGarvie,182,123.8,2013,9
Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto),Ingeberg Abraham,187,78.18,1965,10
"Cheerleaders, The",Isac Taffurelli,109,71.95,1994,2
"Seagull's Laughter, The (Mávahlátur)",Rebekah Caldaro,95,88.58,1987,9
Dodge City,Thorsten Harrowing,35,216.85,1997,3
"Tale of Two Cities, A",Elyn Walework,164,155.4,2013,6
Scorpio,Bunny Morrow,147,82.76,2006,6
Sky Fighters (Les Chevaliers Du Ciel),Tillie Farndale,117,103.23,1981,2
Suite Française,Issi Birkin,107,54.46,1991,7
Best of the Best 2,Darius Pfeiffer,168,73.86,1967,1
Boiler Room,Frans Brookson,43,159.21,1994,3
Into the Deep,Alexi Thring,142,186.43,1986,10
Coming to America,Renate Strippling,101,75.39,1976,7
Nobody Will Speak of Us When We're Dead (Nadie hablará de nosotras cuando hayamos muerto),Gayelord Auguste,117,81.62,2012,4
3 Sailors and a Girl (Three Sailors and a Girl),Rosanna Deluze,83,109.57,1990,10
Murmur of the Heart (Le souffle au coeur),Fraze Vasilenko,152,104.34,2001,9
Murder on Monday,Kathleen Dobrovsky,93,91.3,1989,8
Austin High,Bethany Alldridge,78,145.71,1986,2
Two Weeks in Another Town,Buddie Satchel,119,228.51,1984,1
Hard to Kill,Henka Plom,104,134.04,1982,4
Somebody Up There Likes Me,Gabbie Cairns,95,73.88,1960,4
Around the World in 80 Days,Elwira Ducket,121,174.21,1973,8
"Narrow Margin, The",Bertram Afield,54,220.13,1995,3
"Swell Season, The",Don Mabone,195,90.98,2015,9
Trust Me,Cullen Simkins,133,112.42,1970,6
Bridegroom,Hobie Gready,108,205.43,1969,6
Target,Maurise Schumacher,109,227.06,1986,1
Shut Up and Play the Hits,Tad McMurray,63,212.12,1995,1
Critters 3,Abigale Placide,56,92.47,1979,4
"Strayed (égarés, Les)",Gwen Sinden,135,164.02,1986,3
Border Incident,Noella Dearlove,185,33.28,1978,4
"Royal Scandal, The",Claude Grace,126,218.43,1967,4
Pledge This!,North Million,152,247.03,2010,6
Where the Heart Is,Birch Wakeford,74,214.74,2003,1
Dead Meat,Giacinta Lilburn,86,97.63,2010,9
The Stone Council,Myer Helsdon,167,34.34,1991,4
Heartburn,Charlena Adnam,161,137.9,2002,5
Kill Bill: Vol. 2,Devin Sugars,192,171.33,2019,5
Shane,Osborne Whistan,74,108.85,1975,5
"Color Wheel, The",Mariska Morgan,123,120.16,1972,2
The Nutcracker in 3D,Mohandis Collumbell,102,226.94,1992,4
College Road Trip,Sherie Ferraron,23,233.81,1974,9
Identity,Matti De la Feld,77,190.65,1972,7
Kapò,Lianne Baudi,77,161.57,1999,2
Nick Fury: Agent of S.H.I.E.L.D.,Harlen Dell'Abbate,112,31.57,1984,1
French Film,Jon Oran,182,191.58,1976,6
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Corrie Wadeson,197,196.25,1993,3
Marilena de la P7,Carmon Durram,79,191.84,2009,5
Five Minutes to Live,Gerrie Howis,140,210.88,1980,3
Drum,Ninnette Tynnan,154,137.64,1980,2
"Me Two (Personne aux deux personnes, La)",Dorri Panton,79,74.69,1992,4
Taken,Randi Connick,165,104.99,2006,4
Two Much,Paddie Kurth,74,222.01,1992,8
Louis Theroux: Law & Disorder,Lorain Dundredge,148,130.33,1999,5
Batman Unmasked: The Psychology of the Dark Knight,Benni Sherebrooke,110,39.53,1968,5
Lake of Fire,Karly Kernaghan,102,231.93,1989,3
"My Wife, A Body to Love",Carola Mc Cahey,173,180.79,2017,10
Air Force One,Valentino Helm,193,244.84,2012,8
Trishna,Sherline Sinden,135,159.88,2016,9
Wilderness,Beatrice Goeff,73,91.21,2018,3
From the Hip,Oralla Kellet,76,61.12,1986,10
Castle of Blood,Burke Winchcombe,33,202.05,2016,1
Anton Chekhov's The Duel,Richard Harwick,154,103.35,2010,1
3 Little Ninjas and the Lost Treasure,Dorene Paddefield,134,118.82,2018,3
For Love and Gold (L'armata Brancaleone),Daile Clowney,100,68.54,1982,1
Brian's Song,Cortie Klus,82,135.79,1989,4
Caramel (Sukkar banat),Rowe Vahey,169,99.86,2005,9
Leatherheads,Anneliese Disman,186,248.04,1961,1
Cloud Atlas,Wynne Grafham,73,249.68,1961,6
"Messenger, The",Vanya Richardon,23,227.14,1988,6
The Suspicious Death of a Minor,Boy Soeiro,137,171.92,1966,10
D-War (Dragon Wars),Maurice Spancock,196,109.59,1987,7
Above Us Only Sky,Myrilla Harwood,153,174.87,2006,4
Alone in the Wilderness,Cass Skipton,50,56.53,2001,1
Harry and Walter Go to New York,Amargo Bredgeland,130,101.34,1974,9
Night Patrol,Miran Cuttell,200,157.45,2020,7
Cameron's Closet,Jacquie Scaysbrook,86,55.61,2009,7
From One Second to the Next,Jacquenetta Andell,165,151.22,1973,4
"Bakeneko: A Vengeful Spirit (Kaibyô nori no numa) (Ghost-Cat Cursed Pond, The)",Vicky Phant,85,192.95,2017,1
The Widow From Chicago,Abigale Winslade,21,132.22,1997,6
"Manchurian Candidate, The",Lorelle Ducarne,178,216.45,1993,9
Space Jam,Sheelagh Probin,199,174.81,2012,7
Coal Miner's Daughter,Willie Easeman,111,154.63,1982,6
King Kelly,Barclay Vickerstaff,51,49.41,1976,5
Apache,Crysta Drohane,188,75.53,1964,3
"Game of Death, The (Le Jeu de la Mort)",Hamid Hounson,22,207.62,2001,9
"Good Mother, The",Farand Serjeant,155,248.63,1982,2
Battle Hymn,Sherlocke Whyman,89,157.22,1997,4
Sun Wind (Aurinkotuuli),Adelle Kiely,128,173.22,2014,3
Restrepo,Conny Furnival,127,166.95,1965,8
"Whole Ten Yards, The",Talia Chattelaine,191,129.0,1988,1
"Point Men, The",Lorin Crossthwaite,179,124.5,1961,9
How the Grinch Stole Christmas!,Windham Abelson,29,88.08,1991,7
Horse Feathers,Sheilah MacNeillie,194,168.38,2018,4
Helter Skelter,Barbette Rosin,179,152.93,1961,10
Pusher,Daphene Marrow,120,196.54,2013,10
Grey Gardens,Casie Moors,27,132.79,1991,2
"Wheel, The (La Roue)",Candice McArthur,92,223.94,1981,10
Little Women,Jorie Longhi,30,141.23,1981,7
Scratch,Jed Robak,190,187.69,2015,1
Mobsters,Zared Oselton,173,135.24,1998,5
"Wizard of Baghdad, The",Sandi Dougan,171,209.74,1986,2
Jurassic Park,Rachel Skittles,109,56.01,1977,10
"Angel at My Table, An",Jemmie Demougeot,78,40.32,2010,8
16 Years of Alcohol,Parsifal Castangia,126,96.67,2006,10
Lovecraft: Fear of the Unknown,Brittan Jeanes,190,170.87,1962,2
Rammbock,Briggs Abrahamsen,53,238.07,1961,7
Made of Honor,Kaitlyn Hamer,180,243.19,1972,4
Anvil! The Story of Anvil,Bard Librey,99,47.5,2016,2
Stage Fright,Sisely Malan,43,81.8,2014,7
"Fourth State, The (Die vierte Macht)",Margie Haworth,171,79.99,1982,3
"Reivers, The",Cynde Barenskie,189,74.13,1997,5
The Next Voice You Hear....,Ynes Demogeot,31,79.83,1969,1
Dane Cook: Vicious Circle,Franny McInnes,170,206.03,1967,5
Renaissance,Lottie Stollenwerck,160,104.98,2011,3
Company Business,Kaia Remmers,142,174.98,1989,9
"Going Places (Valseuses, Les)",Vale Halson,99,62.75,1974,5
Crocodile (Ag-o),Terencio Ling,127,79.74,2012,3
"Sign of Four, The",Dulcie Bille,26,167.59,1969,7
Killers,Rogerio Muzzlewhite,137,84.63,1975,8
In Dreams,Mona Eddy,187,208.83,1980,7
Bleak House,Farra Muggleston,197,199.91,2015,8
Bloomington,Tamma Hove,94,167.25,2013,1
Run Lola Run (Lola rennt),Aloin Shiels,98,69.01,1980,10
Green Fire,Latisha Ivory,67,168.63,2003,5
Maiden's Cheek (To xylo vgike apo ton Paradeiso),Shannan Notti,193,235.17,1963,6
"Expert, The",Chad McNevin,111,159.93,2000,6
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Christian Ilyuchyov,185,111.0,1980,10
Clay Pigeons,Hort MacMakin,121,104.53,1992,9
"Happy, Texas",Jaclyn Cassin,72,63.15,1990,4
From Morn to Midnight (Von morgens bis Mitternacht),Burty Fetherstone,37,217.96,1988,4
Virgin Stripped Bare by Her Bachelors (Oh! Soo-jung),Flinn Marr,38,87.22,1984,7
Afterschool,Stinky Pratte,96,224.72,1981,8
"Pit and the Pendulum, The",Matty Charnock,105,66.53,1995,5
Flesh and Bone,Domingo Fairham,160,188.84,1999,3
"Honest Liar, An",Ofella Rays,93,99.56,1994,1
"Colors of the Mountain, The (Los colores de la montaña)",Enrichetta Sheach,191,188.8,1974,2
Oki's Movie (Ok-hui-ui yeonghwa),Anderson Campanelle,200,107.77,1987,8
That Forsyte Woman,Jami Hutchason,128,84.46,1997,3
Heaven Can Wait,Diane-marie McNelly,119,205.69,1971,5
Once a Thief (Zong heng si hai),Dede Linner,96,117.62,2010,1
Transylvania,Teriann Traill,157,88.54,1966,1
"Da Vinci Code, The",Maressa Ream,70,201.9,1970,4
Blackbird,Saba Phillot,86,87.9,1971,6
"Cab for Three, A (Taxi para tres)",Kerstin Snalom,49,140.32,1963,3
